id,firstname,lastname,birthdate,country,position,foot,height
2213,Tim-Henry,Handwerker,1998-05-19,Germany,Defender,left,177
2214,Milan,Rodi\u0107,1991-04-02,Bosnia-Herzegovina,Defender,left,185
2215,Gaku,Shibasaki,1992-05-25,Japan,Midfielder,right,175
2216,Y\u016bya,\u014csako,1990-05-18,Japan,Forward,right,182
2217,Arnaldo Antonio,Sanabria Ayala,1996-04-04,Paraguay,Forward,right,180
2218,Rub\u00e9n,Pe\u00f1a Jim\u00e9nez,1991-07-18,Spain,Midfielder,right,170
2219,Milo\u0161,Joji\u0107,1992-03-19,Serbia,Midfielder,right,177
2220,Diego Javier,Llorente R\u00edos,1993-08-16,Spain,Defender,right,186
2221,Jorge,Franco Alviz,1993-10-29,Spain,Midfielder,right,184
2222,Juraj,Kucka,1987-02-26,Slovakia,Midfielder,right,186
2223,Filip,Kosti\u0107,1992-11-01,Serbia,Midfielder,left,184
2224,Manuel,Lazzari,1993-11-29,Italy,Midfielder,right,174
2225,Darko,Bra\u0161anac,1992-02-12,Serbia,Midfielder,right,178
2226,Khalid,Bouta\u00efb,1987-04-24,France,Forward,right,189
2227,Gabriel Mart\u00edn,Pe\u00f1alba,1984-09-23,Argentina,Midfielder,right,194
2228,Dennis,Praet,1994-05-14,Belgium,Midfielder,right,181
2229,Federico,Di Francesco,1994-06-14,Italy,Forward,right,178
2230,Davide,Frattesi,1999-09-22,Italy,Midfielder,right,178
2231,Alejandro Guti\u00e9rrez,Mozo,1995-04-22,Spain,Midfielder,"""""",0
2232,Shaquell,Moore,1996-11-02,United States,Defender,right,179
2233,Luca,Mazzitelli,1995-11-15,Italy,Midfielder,right,184
2234,Uro\u0161,Spaji\u0107,1993-02-13,Serbia,Defender,right,188
2235,Milad,Mohammadi,1993-09-29,Iran,Defender,left,178
2236,Gelson Dany,Batalha Martins,1995-05-11,Cape Verde Islands,Forward,right,173
2237,Kwasi Okyere,Wriedt,1994-07-10,Germany,Forward,left,188
2238,Adalberto,Pe\u00f1aranda Maestre,1997-05-31,Venezuela,Forward,right,185
2239,Erik Alexander,Exp\u00f3sito Hern\u00e1ndez,1996-06-23,Spain,Forward,left,184
2240,Mart\u00edn,Aguirregabiria Padilla,1996-05-10,Spain,Defender,right,178
2241,Carlos,Mart\u00edn Vigaray,1994-09-07,Spain,Defender,right,182
2242,Mauricio,Lemos Merladet,1995-12-28,Uruguay,Defender,right,186
2243,Wallace,Fortuna dos Santos,1994-10-14,Brazil,Defender,right,191
2244,Aymen,Barkok,1998-05-21,Germany,Midfielder,right,188
2245,Marco,Friedl,1998-03-16,Austria,Defender,left,184
2246,Killian,Jakob,1998-01-25,Germany,Defender,left,180
2247,Nikola,Milenkovi\u0107,1997-10-12,Serbia,Defender,right,195
2248,Christian,Pulisic,1998-09-18,United States,Midfielder,right,172
2249,Florian,Mayer,1998-03-04,Germany,Defender,right,190
2250,Tatsuya,Ito,1997-06-26,Japan,Midfielder,right,163
2251,Paul,Jaeckel,1998-07-22,Germany,Defender,right,189
2252,Jos\u00e9 Mar\u00eda,Gim\u00e9nez de Vargas,1995-01-20,Uruguay,Defender,right,185
2253,Sokol,Cikalleshi,1990-07-27,Albania,Forward,right,185
2254,Bekim,Balaj,1991-01-11,Albania,Forward,right,188
2255,Oghenekaro,Etebo,1995-11-09,Nigeria,Forward,right,176
2256,Burak,Y\u0131lmaz,1985-07-15,Turkey,Forward,right,188
2257,Daniel,Ceballos Fern\u00e1ndez,1996-08-07,Spain,Midfielder,right,179
2258,Antonio,Latorre Grueso,1997-11-21,Spain,Defender,left,171
2259,Ignacio,Gil de Pareja Vicent,1995-09-09,Spain,Forward,right,170
2260,Adnan,Januzaj,1995-02-05,Belgium,Midfielder,left,182
2261,Manuel Henrique,Tavares Fernandes,1986-02-05,Portugal,Midfielder,right,176
2262,Reza,Ghoochannejhad Nournia,1987-09-20,Iran,Forward,left,180
2263,Omar,Gaber,1992-01-30,Egypt,Defender,right,174
2264,Aniello,Viscovo,1999-06-21,Italy,Goalkeeper,right,190
2265,Sven,M\u00fcller,1996-02-16,Germany,Goalkeeper,right,190
2266,Taleb,Tawatha,1992-06-21,Israel,Defender,left,176
2267,Yannick,Gerhardt,1994-03-13,Germany,Defender,left,184
2268,Sebastien,De Maio,1987-03-05,France,Defender,right,190
2269,Walace,Souza Silva,1995-04-04,Brazil,Midfielder,right,188
2270,Tim,Kleindienst,1995-08-31,Germany,Forward,right,194
2271,Jonathan,Tah,1996-02-11,Germany,Defender,right,194
2272,Moritz,Nicolas,1997-10-21,Germany,Goalkeeper,right,193
2273,Alfonso,Pedraza Sag,1996-04-09,Spain,Midfielder,left,182
2274,Heinz,Lindner,1990-07-17,Austria,Goalkeeper,right,187
2275,Florian,Klein,1986-11-17,Austria,Defender,right,182
2276,J\u00e1n,Novota,1983-11-29,Slovakia,Goalkeeper,right,199
2277,Guido,Burgstaller,1989-04-29,Austria,Forward,right,187
2278,Stefan,Ilsanker,1989-05-18,Austria,Midfielder,right,189
2279,Florian,Kainz,1992-10-24,Austria,Midfielder,right,176
2280,Jonathan,Calleri,1993-09-23,Argentina,Forward,right,173
2281,Martin,Hinteregger,1992-09-07,Austria,Defender,left,184
2282,Jakob,Jantscher,1989-01-08,Austria,Midfielder,right,181
2283,Adam,Maru\u0161i\u0107,1992-10-17,Serbia,Midfielder,right,185
2284,Du\u0161an,\u0160vento,1985-08-01,Slovakia,Defender,left,178
2285,Jean-Philippe,Gbamin,1995-09-25,C\u00f4te d'Ivoire,Midfielder,right,186
2286,Michael,Gregoritsch,1994-04-18,Austria,Forward,left,193
2287,Robert,Zulj,1992-02-05,Austria,Midfielder,right,189
2288,Caner,Erkin,1988-10-04,Turkey,Defender,left,181
2289,G\u00f6khan,G\u00f6n\u00fcl,1985-01-04,Turkey,Defender,right,175
2290,Moussa,Sow,1986-01-19,France,Forward,right,180
2291,Onur Recep,K\u0131vrak,1988-01-01,Turkey,Goalkeeper,right,187
2292,Volkan,\u015een,1987-07-07,Turkey,Midfielder,right,175
2293,Cenk,G\u00f6nen,1988-02-21,Turkey,Goalkeeper,right,190
2294,Sidnei Rechel,da Silva J\u00fanior,1989-06-23,Brazil,Defender,right,185
2295,\u0130smail,K\u00f6yba\u015f\u0131,1989-07-10,Turkey,Defender,left,178
2296,Ricardo,Andrade Quaresma Bernardo,1983-09-26,Portugal,Forward,right,175
2297,Jann-Fiete,Arp,2000-01-06,Germany,Forward,right,184
2298,N\u00e9stor Fernando,Muslera Micol,1986-06-16,Uruguay,Goalkeeper,right,190
2299,Hakan Kadir,Balta,1983-03-23,Germany,Defender,left,184
2300,Emre,\u00c7olak,1991-05-20,Turkey,Midfielder,left,169
2301,Sel\u00e7uk,\u0130nan,1985-02-10,Turkey,Midfielder,right,182
2302,Musa,Barrow,1998-11-14,Gambia,Forward,right,183
2303,Aleksey,Miranchuk,1995-10-17,Russia,Midfielder,left,182
2304,Florian,Baak,1999-03-18,Germany,Defender,right,185
2305,Gian-Luca,Itter,1999-01-05,Germany,Defender,left,184
2306,Kai,Havertz,1999-06-11,Germany,Midfielder,left,186
2307,Arne,Maier,1999-01-08,Germany,Midfielder,right,183
2308,Gustav,Svensson,1987-02-07,Sweden,Midfielder,right,184
2309,Dylan,Bronn,1995-06-19,France,Defender,right,185
2310,Mohammad Reza,Khanzadeh,1991-05-11,Iran,Defender,right,180
2311,Rich\u00e1rd,Guzmics,1987-04-16,Hungary,Defender,right,190
2312,Valentin Enrique,Pimentel Armuelles,1991-05-30,Panama,Midfielder,right,185
2313,Josh,Magennis,1990-08-15,Northern Ireland,Forward,right,188
2314,Mahmoud,Hamdy,1995-06-01,Egypt,Defender,right,188
2315,Yassine,Meriah,1993-07-02,Tunisia,Defender,right,188
2316,Hyun-Soo,Jang,1991-09-28,Korea Republic,Defender,right,187
2317,Jacek,G\u00f3ralski,1992-09-21,Poland,Midfielder,right,172
2318,Matthew,Jurman,1989-12-08,Australia,Defender,left,192
2319,Morteza,Pouraliganji,1992-04-19,Iran,Defender,right,185
2320,Mehdi,Torabi,1994-09-10,Iran,Midfielder,right,185
2321,Filip,Bradari\u0107,1992-01-11,Croatia,Midfielder,right,185
2322,Christian,Kabasele,1991-02-24,Congo DR,Defender,right,187
2323,Ei\u00f0ur Sm\u00e1ri,Gu\u00f0johnsen,1978-09-15,Iceland,Forward,right,185
2324,Kendall Jamaal,Waston Manley,1988-01-01,Costa Rica,Defender,right,196
2325,Edimilson,Fernandes,1996-04-15,Switzerland,Midfielder,right,190
2326,Abdiel,Arroyo Molinar,1993-12-13,Panama,Forward,right,187
2327,\u00c1lvaro Borja,Morata Mart\u00edn,1992-10-23,Spain,Forward,right,189
2328,Aiden,McGeady,1986-04-04,Scotland,Midfielder,right,177
2329,Shane,Ferguson,1991-02-12,Northern Ireland,Midfielder,left,178
2330,Leandro Henrique,do Nascimento,1998-10-11,Brazil,Forward,right,174
2331,Fr\u00e9d\u00e9ric,Veseli,1992-11-20,Switzerland,Defender,right,183
2332,Pierre-Emile,H\u00f8jbjerg,1995-08-05,Denmark,Midfielder,right,185
2333,Jae-Sung,Lee,1992-08-10,Korea Republic,Midfielder,left,180
2334,Jamie,MacLaren,1993-07-29,Australia,Forward,right,178
2335,Milo\u0161,Degenek,1994-04-28,Serbia,Defender,right,186
2336,Josip,Pivari\u0107,1989-01-30,Croatia,Defender,left,176
2337,John Ogochukwu,Ogu,1988-04-20,Nigeria,Midfielder,left,192
2338,Aleksandar,Tonev,1990-02-02,Bulgaria,Forward,right,178
2339,Conor,Washington,1992-05-18,England,Forward,right,178
2340,Ben,Davies,1993-04-24,Wales,Defender,left,182
2341,Masaaki,Higashiguchi,1986-05-12,Japan,Goalkeeper,right,184
2342,Danny,Ward,1993-06-22,Wales,Goalkeeper,right,191
2343,Paddy,McNair,1995-04-27,Northern Ireland,Defender,right,183
2344,Abdullah,Al Khaibari,1996-08-16,Saudi Arabia,Midfielder,right,175
2345,\u00c9dison Michael,Flores Peralta,1994-05-14,Peru,Midfielder,left,170
2346,Denis,Alibec,1991-05-09,Romania,Forward,left,187
2347,Blas Antonio Miguel,P\u00e9rez Ortega,1981-03-13,Panama,Forward,right,187
2348,Armando Enrique,Cooper Whitaker,1987-11-26,Panama,Midfielder,right,173
2349,Martin,D\u00fabravka,1989-01-15,Slovakia,Goalkeeper,right,191
2350,Kosuke,Nakamura,1995-02-27,Japan,Goalkeeper,right,184
2351,Naomichi,Ueda,1994-10-24,Japan,Defender,right,186
2352,Norbert,Gy\u00f6mb\u00e9r,1992-07-03,Slovakia,Defender,right,189
2353,Rom\u00e1n Aureliano,Torres Morcillo,1986-03-20,Panama,Defender,right,187
2354,Andriy,Pyatov,1984-06-28,Ukraine,Goalkeeper,right,190
2355,R\u0103zvan Dinc\u0103,Ra\u021b,1981-05-26,Romania,Defender,left,178
2356,Taras,Stepanenko,1989-08-08,Ukraine,Midfielder,right,181
2357,Essam Kamal Tawfik,El Hadary,1973-01-15,Egypt,Goalkeeper,right,188
2358,Bohdan,Butko,1991-01-13,Ukraine,Defender,right,180
2359,Denys,Boyko,1988-01-29,Ukraine,Goalkeeper,right,197
2360,Frederico,Rodrigues Santos,1993-03-05,Brazil,Midfielder,left,169
2361,Abdulmalek Abdullah,Al Khaibri,1986-03-13,Saudi Arabia,Midfielder,right,177
2362,Oleksandr,Karavaev,1992-06-02,Ukraine,Midfielder,right,173
2363,Per,Mertesacker,1984-09-29,Germany,Defender,right,198
2364,Aaron,Ramsey,1990-12-26,Wales,Midfielder,right,183
2365,Tom\u00e1\u0161,Rosick\u00fd,1980-10-04,Czech Republic,Midfielder,right,179
2366,Jonny,Evans,1988-01-02,Northern Ireland,Defender,right,188
2367,Patrice,Evra,1981-05-15,Senegal,Defender,left,174
2368,Michael,Carrick,1981-07-28,England,Midfielder,right,188
2369,Glen,Johnson,1984-08-23,England,Defender,right,182
2370,Rob,Elliot,1986-04-30,England,Goalkeeper,left,188
2371,Tam\u00e1s,K\u00e1d\u00e1r,1990-03-14,Hungary,Defender,left,188
2372,Lucas,Rodrigues Moura da Silva,1992-08-13,Brazil,Forward,right,172
2373,Ciaran,Clark,1989-09-26,England,Defender,left,188
2374,James Michael,Collins,1983-08-23,Wales,Defender,right,193
2375,Mark,Milligan,1985-08-04,Australia,Midfielder,right,180
2376,J\u00e1n,Mucha,1982-12-05,Slovakia,Goalkeeper,right,189
2377,Ross,Barkley,1993-12-05,England,Midfielder,right,189
2378,Massimo,Luongo,1992-09-25,Australia,Midfielder,right,176
2379,Costel Fane,Pantilimon,1987-02-01,Romania,Goalkeeper,right,203
2380,Stuart,Taylor,1980-11-28,England,Goalkeeper,right,196
2381,Wesley,Hoolahan,1982-05-20,Ireland Republic,Midfielder,left,168
2382,Gareth,McAuley,1979-12-05,Northern Ireland,Defender,right,195
2383,Zolt\u00e1n,Gera,1979-04-22,Hungary,Midfielder,right,182
2384,Shane,Long,1987-01-22,Ireland Republic,Forward,right,178
2385,Diego,Cavalieri,1982-12-01,Brazil,Goalkeeper,left,191
2386,Wayne,Hennessey,1987-01-24,Wales,Goalkeeper,right,198
2387,Stephen,Ward,1985-08-20,Ireland Republic,Defender,left,184
2388,Andy,King,1988-10-29,England,Midfielder,right,184
2389,John,O'Shea,1981-04-30,Ireland Republic,Defender,right,191
2390,James,McClean,1989-04-22,Northern Ireland,Midfielder,left,180
2391,David,Meyler,1989-05-29,Ireland Republic,Midfielder,right,189
2392,Alex,McCarthy,1989-12-03,England,Goalkeeper,right,193
2393,Maur\u00edcio,dos Santos Nascimento,1988-09-20,Brazil,Defender,right,185
2394,Daryl,Murphy,1983-03-15,Ireland Republic,Forward,left,191
2395,Jos\u00e9 Luis,Rodriguez,1998-06-19,Panama,Midfielder,left,178
2396,Alireza,Safar Beiranvand,1992-09-21,Iran,Goalkeeper,right,192
2397,Andrew,Nabbout,1992-12-17,Australia,Forward,right,178
2398,Simon,Church,1988-12-10,England,Forward,right,181
2399,Glenn,Whelan,1984-01-13,Ireland Republic,Midfielder,right,183
2400,Dean,Whitehead,1982-01-12,England,Midfielder,right,183
2401,Cyrus,Christie,1992-09-30,England,Defender,right,188
2402,Oliver,Norwood,1991-04-12,England,Midfielder,right,175
2403,Conor,McLaughlin,1991-07-26,Northern Ireland,Defender,right,183
2404,Chris,Gunter,1989-07-21,Wales,Defender,right,180
2405,Jaime Manuel,Penedo Cano,1981-09-26,Panama,Goalkeeper,right,183
2406,Lee,Hodson,1991-10-02,Northern Ireland,Defender,right,173
2407,Jin-Hyeon,Kim,1987-07-06,Korea Republic,Goalkeeper,right,192
2408,Jeff,Hendrick,1992-01-31,Ireland Republic,Midfielder,right,185
2409,Lewis,Dunk,1991-11-21,England,Defender,right,192
2410,Young-Sun,Yun,1988-10-04,Korea Republic,Defender,right,185
2411,Sam,Vokes,1989-10-21,England,Forward,right,188
2412,R\u00farik,G\u00edslason,1988-02-25,Iceland,Forward,right,184
2413,Seung-Gyu,Kim,1990-09-30,Korea Republic,Goalkeeper,right,187
2414,Yong,Lee,1986-12-24,Korea Republic,Defender,right,180
2415,Harry,Arter,1989-12-28,England,Midfielder,right,178
2416,Jonas,Knudsen,1992-09-16,Denmark,Defender,left,185
2417,Yo-Han,Go,1988-03-10,Korea Republic,Midfielder,right,170
2418,Ban-Suk,Oh,1988-05-20,Korea Republic,Defender,right,189
2419,Barnab\u00e1s,Bese,1994-05-06,Hungary,Defender,right,188
2420,D\u00e1niel,B\u00f6de,1986-10-24,Hungary,Forward,right,190
2421,James,Chester,1989-01-23,England,Defender,right,180
2422,Corry,Evans,1990-07-30,Northern Ireland,Midfielder,right,180
2423,Liam,Rosenior,1984-07-09,England,Defender,right,178
2424,Ruslan,Rotan,1981-10-29,Ukraine,Midfielder,right,174
2425,Gerg\u0151,Lovrencsics,1988-09-01,Hungary,Midfielder,right,177
2426,D\u00e9nes,Dibusz,1990-11-16,Hungary,Goalkeeper,right,186
2427,Seyed Majid,Hosseini,1996-06-20,Iran,Defender,right,183
2428,Kevin,Long,1990-08-18,Ireland Republic,Defender,right,187
2429,James,Meredith,1988-04-04,Australia,Defender,left,185
2430,Seon-Min,Moon,1992-06-09,Korea Republic,Midfielder,right,172
2431,J\u00f3n Da\u00f0i,B\u00f6\u00f0varsson,1992-05-25,Iceland,Forward,right,190
2432,Serhiy,Sydorchuk,1991-05-02,Ukraine,Midfielder,right,189
2433,\u00c1kos,Elek,1988-07-21,Hungary,Midfielder,left,193
2434,Rouzbeh,Cheshmi,1993-07-24,Iran,Defender,right,192
2435,Harry,Winks,1996-02-02,England,Midfielder,right,176
2436,Mohamed,El Shenawy,1988-12-18,Egypt,Goalkeeper,right,191
2437,Jhonny,Acosta Zamora,1983-07-21,Costa Rica,Defender,right,178
2438,Chris,Baird,1982-02-25,Northern Ireland,Defender,right,185
2439,Steven James,Sidwell,1982-12-14,England,Midfielder,right,178
2440,Sam,Morsy,1991-09-10,England,Midfielder,right,175
2441,Fidel,Escobar Mendieta,1995-01-09,Panama,Defender,right,182
2442,Ismael,D\u00edaz De Le\u00f3n,1997-05-12,Panama,Forward,right,182
2443,Aron Einar,Gunnarsson,1989-04-22,Iceland,Midfielder,right,177
2444,Ashley,Williams,1984-08-23,England,Defender,right,182
2445,Joe,Allen,1990-03-14,Wales,Midfielder,right,168
2446,Leon,Britton,1982-09-16,England,Midfielder,right,167
2447,Ashley Darel Jazz,Richards,1991-04-12,Wales,Defender,right,175
2448,Oleksandr,Zinchenko,1996-12-15,Ukraine,Midfielder,left,175
2449,Daniel,Bachmann,1994-07-09,Austria,Goalkeeper,right,191
2450,Vladimir,Stojkovi\u0107,1983-07-28,Serbia,Goalkeeper,right,196
2451,Seung-Hyeon,Jung,1994-04-03,Korea Republic,Defender,right,188
2452,Ayman,Ashraf,1991-04-09,Egypt,Defender,left,175
2453,David,Cotterill,1987-12-04,Wales,Midfielder,right,175
2454,Predrag,Rajkovi\u0107,1995-10-31,Serbia,Goalkeeper,right,191
2455,Andr\u00e9s Mateus,Uribe Villa,1991-03-21,Colombia,Midfielder,right,182
2456,K\u00e1ri,\u00c1rnason,1982-10-13,Sweden,Defender,right,190
2457,Tom,Rogi\u0107,1992-12-16,Australia,Midfielder,left,188
2458,Se-Jong,Ju,1990-10-30,Korea Republic,Midfielder,right,174
2459,Ian Rey,Smith Quiros,1998-03-06,Costa Rica,Defender,right,177
2460,Mak,Vare\u0161anovi\u0107,1998-08-28,Turkey,Midfielder,right,184
2461,Didier,Ndong,1994-06-17,Gabon,Midfielder,right,179
2462,Oscar Fabi\u00e1n,Murillo Murillo,1988-04-18,Colombia,Defender,left,184
2463,Ayoub,El Kaabi,1993-06-25,Morocco,Forward,left,182
2464,Omid,Ebrahimi,1987-09-16,Iran,Midfielder,right,177
2465,Mohammad Rashid,Mazaheri,1989-05-18,Iran,Goalkeeper,right,193
2466,Michael,McGovern,1984-07-12,Northern Ireland,Goalkeeper,right,191
2467,Ramin,Rezaeian,1990-03-21,Iran,Defender,right,185
2468,Pejman,Montazeri,1983-09-06,Iran,Defender,right,186
2469,Mohammed,Kanno,1994-09-22,Saudi Arabia,Midfielder,right,192
2470,Patrik,Hro\u0161ovsk\u00fd,1992-04-22,Slovakia,Midfielder,right,174
2471,Mehdi,Taremi,1992-07-18,Iran,Forward,right,187
2472,Mohammad Ibrahim,Al Sahlawi,1987-01-10,Saudi Arabia,Forward,right,179
2473,R\u00fanar Alex,R\u00fanarsson,1995-02-18,Iceland,Goalkeeper,right,186
2474,Nathaniel,Chalobah,1994-12-12,Sierra Leone,Midfielder,right,185
2475,Nemanja,Radonji\u0107,1996-02-15,Serbia,Midfielder,right,185
2476,Sebastian,Pr\u00f6dl,1987-06-21,Austria,Defender,right,196
2477,Marko,Arnautovi\u0107,1989-04-19,Austria,Forward,right,192
2478,Mitchell,Langerak,1988-08-22,Australia,Goalkeeper,right,193
2479,Pedro Jes\u00fas,Aquino S\u00e1nchez,1995-04-13,Peru,Midfielder,left,175
2480,Zolt\u00e1n,Stieber,1988-10-16,Hungary,Midfielder,left,175
2481,Emerson,Palmieri dos Santos,1994-08-03,Brazil,Defender,left,176
2482,Marcos,Alonso Mendoza,1990-12-28,Spain,Defender,left,188
2483,Andy Jorman,Polo Andrade,1994-09-29,Peru,Midfielder,right,175
2484,Leroy,San\u00e9,1996-01-11,Germany,Midfielder,left,184
2485,\u00c9rick Gabriel,Guti\u00e9rrez Galaviz,1995-06-15,Mexico,Midfielder,left,176
2486,Vladim\u00edr,Weiss,1989-11-30,Slovakia,Forward,right,175
2487,Jos\u00e9 Aurelio,Carvallo Alonso,1986-03-01,Peru,Goalkeeper,right,183
2488,V\u00edctor Yoshimar,Yot\u00fan Flores,1990-04-07,Peru,Midfielder,left,173
2489,Adam,Nemec,1985-09-02,Slovakia,Forward,left,190
2490,Pedro David,Gallese Quir\u00f3z,1990-02-23,Peru,Goalkeeper,right,189
2491,Luis Carlos,Tejada Hansell,1982-03-28,Panama,Forward,right,185
2492,Hussain,Al Mogahwi,1988-03-24,Saudi Arabia,Midfielder,right,174
2493,Richarlison,de Andrade,1997-05-10,Brazil,Forward,right,179
2494,J\u00e1n,Gregu\u0161,1991-01-29,Slovakia,Midfielder,right,189
2495,Tim,Cahill,1979-12-06,Australia,Forward,right,180
2496,Leonardo,Rivoira,1998-02-03,Italy,Defender,right,0
2497,Josef,\u0160ural,1990-05-30,Czech Republic,Forward,right,184
2498,Jes\u00fas Daniel,Gallardo Vasconcelos,1994-08-15,Mexico,Midfielder,left,176
2499,Michal,\u010euri\u0161,1988-06-01,Czech Republic,Forward,right,183
2500,Aleksandar,Dragovi\u0107,1991-03-06,Austria,Defender,right,184
2501,David,Lafata,1981-09-18,Czech Republic,Forward,right,180
2502,Moritz,Bauer,1992-01-25,Switzerland,Defender,right,181
2503,Steven,Zuber,1991-08-17,Switzerland,Midfielder,right,182
2504,Yaroslav,Rakitskiy,1989-08-03,Ukraine,Defender,left,180
2505,Chris,Brunt,1984-12-14,Northern Ireland,Midfielder,left,187
2506,Vyacheslav,Shevchuk,1979-05-13,Ukraine,Defender,left,184
2507,Milan,\u0160koda,1986-01-16,Czech Republic,Forward,right,190
2508,Kaylen,Hinds,1998-01-28,England,Forward,right,185
2509,Naser Ismail,Aliji,1993-12-27,Albania,Defender,left,177
2510,Michael Amir,Murillo Bermudez,1996-02-11,Panama,Defender,right,183
2511,Harold Oshkaly,Cummings Segura,1992-03-01,Panama,Defender,right,180
2512,Shane,Duffy,1992-01-01,Northern Ireland,Defender,right,193
2513,Lucian Iulian,S\u00e2nm\u0103rtean,1980-03-13,Romania,Midfielder,right,176
2514,Nicolae Claudiu,Stanciu,1993-05-07,Romania,Midfielder,right,169
2515,Ari Freyr,Sk\u00falason,1987-05-14,Iceland,Defender,left,170
2516,Ovidiu \u015etefan,Hoban,1982-12-27,Romania,Midfielder,right,183
2517,Emre,Can,1994-01-12,Germany,Midfielder,right,184
2518,Cosmin Iosif,Mo\u021bi,1984-12-03,Romania,Defender,right,183
2519,Mohammed Khalil,Al Owais,1991-10-10,Saudi Arabia,Goalkeeper,left,187
2520,Osama Abdulrezag,Hawsawi,1984-03-31,United Arab Emirates,Defender,right,188
2521,Drago\u0219,Grigore,1986-09-07,Romania,Defender,right,185
2522,Sherif,Ekramy Ahmed,1983-07-01,Egypt,Goalkeeper,right,191
2523,Jos\u00e9 De Jesus,Calder\u00f3n Frias,1985-08-14,Panama,Goalkeeper,right,187
2524,Joe,Rodon,1997-10-22,Wales,Defender,right,190
2525,George,Thomas,1997-03-24,England,Forward,right,173
2526,Raffaele,Palladino,1984-04-17,Italy,Forward,right,182
2527,Roberto Maximiliano,Pereyra,1991-01-07,Argentina,Midfielder,right,182
2528,Sergio Germ\u00e1n,Romero,1987-02-22,Argentina,Goalkeeper,right,192
2529,Gy\u00f6rgy,Garics,1984-03-08,Hungary,Defender,right,183
2530,Jos\u00e9 Ramiro,Funes Mori,1991-03-05,Argentina,Defender,left,186
2531,Migjen Xhevat,Basha,1987-01-05,Switzerland,Midfielder,right,180
2532,Jes\u00fas,G\u00e1mez Duarte,1985-04-10,Spain,Defender,right,182
2533,Stuart,Dallas,1991-04-19,Northern Ireland,Midfielder,right,183
2534,Mohamed,Abdel-Shafi,1985-07-01,Egypt,Defender,left,179
2535,Mahmoud Abdel Razek,Fadlallah,1986-03-05,Egypt,Midfielder,left,180
2536,Saad Ali Saadeldin,Samir,1989-04-01,Egypt,Defender,right,186
2537,Hamdi,Nagguez,1992-10-28,Tunisia,Defender,right,195
2538,Ahmed Fathy Abdel Meneim,Ibrahim,1984-11-10,Egypt,Defender,right,175
2539,Abdallah Mahmoud El Said,Bekhit,1985-07-13,Egypt,Midfielder,right,175
2540,Chul,Hong,1990-09-17,Korea Republic,Defender,left,176
2541,Ahmed,Khalil,1994-12-21,Tunisia,Midfielder,right,187
2542,Edson Omar,\u00c1lvarez Vel\u00e1zquez,1997-10-24,Mexico,Defender,right,185
